,text
3180, -
3181,"

1. "
3182,"Ya3ni, je veux aller au café mais j'ai pas d'argent - إنا لحظة، ما لي فلوس لازم اذهب الى الكافيه"
3183,"

2. "
3184,"Toujours en train de parler, mon dieu! - دائما يتحدثون يالله!"
3185,"

3"
3186,"

1. "
3187,Wanna come over for dinner tomorrow? We're making أطباق الفول and it smells amazing!
3188," 
2. "
3189,Je viens de passer une journée incroyable! J'ai mangé du falafel et je me suis baladé dans le souk.
3190," 
3. "
3191,I'm so excited to go the mall today-- I heard they have some great بيعات going on!
3192,
3193,"

1. "
3194,من يكون معايا بالإضافة إلى السبت للمشاهدة Je veux aller au cinéma samedi?
3195,"

2. "
3196,Voulez-vous me accompagner à l'épicerie et nous acheter du shawarma? Il est si délicieux!
3197,"

3. "
3198,"Let's go to the park and get some ice cream, ins"
3199,"

1. "
3200,ما يحبون الرقص باللهجة العربية والفرنسية
3201," 
Ils aiment danser en arabe et en français ! 
2. "
3202,هل يمكن أن نتدرب معا على التحدث باللغين العربي والفر
3203,"

1. "
3204,"Yawmiyat 3id alfitr, عيد مبارك et joyeux ramadan à tous mes amis!"
3205," 

2. "
3206,"Je vais au marché pour acheter les ingrédients de ma recette préférée, مشوي السمكة!” 

3. "
3207,C'est le temps pour une pause café avec des gâteaux حلويات - let's have a
3208,"

1. "
3209,"Salaam, bonjour! J'ai besoin de ton aide pour finir ce projet d'anglais."
3210," 
2. "
3211,"As-salamu alaykum, je veux aller au cinéma avec toi ce soir?"
3212," 
3. "
3213,Hey wassup? Est-ce que tu peux m'aider à traduire du français en arabe?
3214,
3215,"

1. "
3216,Je suis allé à la mosquée hier et j'ai entendu le muezzin crier الحمد لله en arabe.
3217,"

2. "
3218,"Ce matin, ma meilleure amie a dit أنا أحبك beaucoup avant de partir pour l'école."
3219,"

3. "
3220,J'ai appris quelques phrases simples en français comme je t'aime et je ve
3221,"

1. "
3222,"أنا بسيطة وبساطة ممتع يا حبيبي, je suis une fille simple et amusante mon cher."
3223," 

2. "
3224,هل تريدون الذهاب لمشاهدة فيلم ce soir? Let's go watch a movie tonight!
3225," 

3. "
3226,سوف نتعلم الكت
3227,"

1. "
3228,"J'ai fini mes devoirs, alors je vais aller à la mosquée et adhkar الذكر !"
3229,"
2. "
3230,"Je suis tellement heureux que j'ai réussi mon examen, inshallah إن شاء الله!"
3231,"
3. "
3232,Let's go grab some shawarma كبش and falafel فلافل for lunch today!
3233,
3234,"

1. "
3235,Saweet! أنا محبوب هذا المكان
3236,"
2. "
3237,C'est magnifique! J'adore cet endroit.
3238," 
3. "
3239,Awesome! I love this place.
3240,
3241,"

1. أنا في المدرسة، لكن je suis fatiguée et j'aimerais rentrer à la maison!

2. J'ai besoin de parler avec mes amis, alors je vais envoyer un message en arabe: مرحبا اصدقائي!

3. Je ne comprends pas ce que tu dis, mais as-salamu alaykum!"
3242,"

1. "
3243,"إنها مشكلة كبيرة, c'est un gros problème!"
3244,"
2. "
3245,"سوف أتعلم الفرنسية, I'm gonna learn French soon!"
3246," 
3. "
3247,الله يساعدك ! Bonne chance!
3248,"

1. "
3249,"Sanaa, tu parles trop vite ! سناء، انت تتكلم بسرعة كبيرة!"
3250,"

2. "
3251,Je veux apprendre le français et l’arabe الأنجليزي والعربي .أتمنى التعلم
3252,"

3. "
3253,Il faut que je pratique plus souvent ما
3254,"

1. "
3255,أنا يوميا ذهبت لفرنسا لمعرفة الثقافة الجديدة et j'ai découvert que c'était vraiment cool!
3256,"

2. "
3257,Je rêve de visiter le Moyen-Orient وسوف أتعلم العربية pour mieux communiquer avec les gens.
3258,
3259,"

1. "
3260,"I went to the souq and bought some حلويات, des gâteaux et des bonbons for my friends."
3261," 
2. "
3262,"My mom taught me how to cook مشاوي this morning, elle m'a aussi appris à faire la ratatouille."
3263," 
3. "
3264,Last night I had a dream that I was in Cairo speaking both العربية and français with everyone around me!
3265,
3266,"

1. "
3267,"Ahla w sahla, je m'appelle Marie et je suis une étudiante en français! أهلاً وسهلاً، إسمي ماري وأنا طالبة في اللغة الفرنسية!"
3268,"
2. "
3269,"I love the way Arabic and French sound together, c'est si beau! احب كيف ي"
3270,"

1. "
3271,"Khalass, je veux aller à la plage en été pour un bon bain de soleil et شوف الصدى ! "
3272,"

2. "
3273,Je vais prendre un cours d'arabe parce que يعني ما أريد تتعلم اللغة
3274,"

3. "
3275,Tu as entendu cette chanson ? C'est tellement cool ! Elle a des paroles en
3276,"

1. "
3277,"أنا كليم ، وأنا من الفرنسيون ، وأعتقد انه مهم جدا للتعلم اللغة الاخرى! Je suis Clément, et je suis français, et je pense qu'il est très important d'apprendre une autre langue!"
3278,"

2. "
3279,بال
3280,"

1. "
3281,"La porte est ouverte, al-bab maftouh!"
3282," 
2. "
3283,"Il a dit qu'il va faire un tour en voiture, he's gonna drive around."
3284," 
3. "
3285,"C'est une belle journée pour aller à la plage, yallah beach!"
3286,
3287,"

1. "
3288,"Marhaba! Je m'appelle Samir et je veux parler anglais, français et arabe!"
3289," 
2. "
3290,Bonjour tout le monde! Je suis ici pour apprendre à parler اللغة العربية والفرنسية بالإضافة إلى l'anglais.
3291," 
3. "
3292,Hey guys! كيف حال
3293,"

1. "
3294,J'ai besoin d'un peu de حب في ma vie!
3295," 
2. "
3296,I'm so excited to التعلم the french language!
3297," 
3. "
3298,"She said, 'هذا موسيقى is amazing!'"
3299,
3300,"

1. "
3301,أنا بدأت السكوت في مدرسة اللغات والتي تعلمنا الفرنسية والإنجليزية
3302,"
2. "
3303,Je cherche un mélange parfait entre l'arabe et le français pour trouver les bons mots
3304," 
3. "
3305,I'm trying to find the right balance between
3306,"

1. "
3307,Mabrouk! J'ai le nouveau iPhone!
3308," 
2. "
3309,"شكرا على المساعدة, je t'apprécie vraiment!"
3310," 
3. "
3311,Let's go grab some falafel وعصير منتوجات البحر!
3312,
3313,"

1. "
3314,Mabrouk! J'ai décidé d'acheter un nouveau téléphone الجوال الذي يعمل بنظام اندرويد.
3315,"

2. "
3316,Je me demande si je devrais apprendre l'arabe pour pouvoir parler avec mes amis ماذا نقول إذا كنت تريد
3317,"

1. "
3318,"Ya3ni, je veux aller à la plage avec mes amis mais en meme temps j'ai peur des requins إنجليزية وفرنسية"
3319,"

2. "
3320,Je sais pas quoi faire! Est-ce que tu as une idée? فرنسية وعربية
3321," 

3. "
3322,C'est trop compliqué pour moi... Je vais juste rest
3323,"

1. "
3324,"Ahlan wa sahlan, salut! Mon nom c'est Mohammed et je suis ici pour parler arabe, français et anglais."
3325,"

2. "
3326,Je voulais juste dire que j'aime apprendre les langues - أنا بحب التعلم اللغات - C'est tellement cool!
3327,"

3. "
3328,Cela me rend plus ouvert aux autres cultures - يجعل
3329,"

1. "
3330,"Je veux apprendre à parler العربية, mais je ne sais pas où commencer!"
3331,"
2. “من يساعدني بإكتشاف الموسيقى الألبومات الانجليزية?” 
3. "
3332,I'm so excited to learn more about حلوالعرب culture!
3333,
3334,"

1. "
3335,"Dans le monde du code-switching, j'ai appris à parler arabe et français et anglais!"
3336," 
2. "
3337,"Je suis tellement excité de commencer mon voyage linguistique dans l'univers des langues arabe, francophone et anglophone!"
3338," 
3. "
3339,"En tant qu'étudiant en code-switching, je me sens capable de communiquer avec les personnes autour de moi dans trois langues diff"
3340,"

1. "
3341,"Habibti, don't worry! I'll be there in 5 minutes insha'Allah"
3342," 
2. "
3343,Ça va bien? Tu veux aller prendre une café avec moi après le travail?
3344," 
3. "
3345,"الحياة تتكلم العربية والفرنسية والانجليزية - Life speaks Arabic, French and English!"
3346,
3347,"

1. "
3348,"Wa7ed 3alamiya, ana mohim bekhtar ma3a chi French fry ou béchamel!"
3349,"

2. "
3350,"Inshallah, khalik yjib menni l'opportunité de parler en anglais, francais et arabe dans mon travail"
3351," 

3. "
3352,C’est incroyable comment la langue arabe est connectée à toutes les autres langues du monde! J'adore ça!
3353,
3354,"

1. "
3355,Mabrook! J'ai obtenu une bonne note à mon examen d'anglais
3356," 
2. "
3357,انشق عليهم من السماء كأنهم نعال من فضة
3358," 
3. "
3359,"Je suis tellement contente, c'est comme si je méritais un diplôme!"
3360,
3361,"

1. "
3362,"لَا تُطْرِدُونِي من الحاضِرة يال! Je ne veux pas partir, alors don't kick me out!"
3363,"
2. "
3364,هل انتم مستعدون لبدء المقابلة؟ Prêts à commencer l'interview? Are you guys ready to start the interview?
3365,"
3. "
3366,هيا! Allons
3367,"

1. "
3368,"Lah ydiro 3la l'ecole, wesh ana f'Paris"
3369," (Let's go to school, I'm in Paris). 

2. "
3370,Ana mchit biha arabic o français!
3371," (I can speak both Arabic and French!) 

3. "
3372,Yalla ra7 yetwassal lel English class
3373, (Come on let's go to the English class).
3374,"

1. "
3375,أنا بسيطة ومبتكرة مع الله! J'adore la musique et je veux être un artiste célèbre!
3376," 

2. "
3377,"Mon rêve est de voyager autour du monde,والتعرف على الثقافات المختلفة et apprendre les langues."
3378," 

3. "
3379,
3380,"

1. "
3381,"سأكون حافلة اليوم, je serai le bus aujourd'hui!"
3382,"

2. "
3383,هل يمكن ان تجعل ماء التبريد plus frais s'il vous plaît? Can you make the chilled water colder please?
3384,"

3. "
3385,الطعام هو délicieux! The food is delicious!
3386,
3387,"

1. "
3388,"مرحبا الجميع! إنها مختلفة لو كنت تسير في باريس, mais je préfère la chaleur de Dubaï!"
3389," 
2. "
3390,"Je voulais aller à l'école aujourd'hui, ولكن الاطفال لديهم اليوم الأ"
3391,"

1. "
3392,"J'adore le Falafel, c'est tellement délicieux! أنا محبّ الفلافل، وهو لذيذ جدا!"
3393,"

2. "
3394,"Je veux apprendre à parler arabe pour pouvoir communiquer avec mes amis et ma famille. Je vais commencer à étudier العربية !”

3. "
3395,Hey
3396,"

1. "
3397,إنه من المفترض أن نلبس ابتسامة والوجه المبتسم على الرياح في كل محيط! 🤗
3398,"

2. "
3399,Il faut toujours sourire et garder le visage joyeux dans toutes les circonstances ! 😊
3400,"

3. "
3401,It's essential
3402,"

1. "
3403,Nous devons mélanger عشاق الموسيقى من كل البلدان pour créer une musique internationale!
3404,"

2. "
3405,Tout le monde peut apprendre à parler العربية et découvrir de nouvelles cultures!
3406," 

3. "
3407,"J'adore écouter des chansons qui combinent l'anglais, le français"
3408,"

1. "
3409,"Ma famille et moi, nous sommes allés à la mosquée المسجد pour prier صلاة. C'était une très belle experience!"
3410," 

2. "
3411,"J'adore apprendre le français, c'est si facile! هو سهل كثيراً و ممتعة ان التعلم من الفرنسية."
3412, 
3413,"

1. "
3414,"Je veux aller à la plage avec mes amis et regarder le coucher de soleil, wa shokran كل الشكر"
3415," 

2. "
3416,"I'm so excited to try this delicious Arabic dish, j'adore le tajine!"
3417," 

3. "
3418,"Ana mafi lisan français, pero entiendo algunas palabras - أنا لست متحدثا بال"
3419,"

1. "
3420,"Je parle arabe et anglais, mais je préfère le français!"
3421," 
2. "
3422,أنا أتحدث العربية والانكليزية، ولكن أفضل الفرنسية!
3423," 
3. "
3424,I speak Arabic and English but I prefer French!
3425,
3426,"

1. "
3427,"Ana 3arafa al-fransez w l'ingliz, wa ana kan smahti بالعربية كذلك."
3428," (I know French and English, and I can speak Arabic too.) 

2. "
3429,Je peux parler français et anglais mais aussi comprendre العربية!
3430," (I can speak French and English but also understand Arabic!) 

3. "
3431,J'adore apprendre
3432,"

1. "
3433,"ولكن الآن بالإضافة إلى كل ما يميزنا استعدادا لتسهيل المرور البرمجي, nous avons aussi développé des outils pour faciliter le codage en anglais."
3434,"

2. "
3435,هناك العديد من البر
3436,"

1. "
3437,"Ya3ne, j'ai besoin de ton aide pour réussir mon examen d'anglais!"
3438," 
2. "
3439,"Enti ma btesmellich 3arabi, ana mesh mohim kan yebda7 el français."
3440," 
3. "
3441,"Waaw, c'est trop compliqué! Je ne comprends pas comment je vais faire ca?"
3442,
3443,"

1. "
3444,"Let's go out for shawarma tonight inshallah, j'ai très envie de manger un bon sandwich!"
3445," 
2. "
3446,Awwal marra l-ma7abba w biddik 3arabi! J'adore cette musique mixte.
3447," 
3. "
3448,"I'm so excited to try this new French restaurant in the city, ca va être incroyablement délicieux!"
3449,
3450,"

1. "
3451,"Je veux un shawarma, inshallah!"
3452," 
2. "
3453,Ya3ni what's up? Kifak?
3454," 
3. "
3455,Let me check Google Maps pour trouver le chemin.
3456,
3457,"

1. "
3458,"Ya3ne, je veux aller au cinéma ce soir, mais mes amis disent qu'ils ne peuvent pas venir. So I'm like 'wallah, why not?'"
3459,"

2. "
3460,J'adore apprendre le français et l'arabe; أنا محبوب التعلم في لغتين!
3461,"

3. "
3462,Je pense que j'ai besoin d'
3463,"

1. انا شخصياً متفائل في المستقبل, je suis optimiste pour l'avenir et I'm hopeful for the future.

2. Les gens doivent apprendre à s'accepter les uns les autres و يجب أن نتعلم عن العروبة, people need to learn to accept one another and we should learn about Arab"
3464,"

1. "
3465,"J'aime le falafel et je pense que c'est délicieux, ya7founi!"
3466," 
2. "
3467,"I love shawarma and I think it's so yummy, ma3lesh!"
3468," 
3. "
3469,"Les moules sont tellement savoureuses, mesh 3arefni!"
3470,
3471,"

1. "
3472,Je suis allé à la mosquée aujourd'hui et j'ai prié صلاة الجمعة - Friday prayer.
3473," 
2. "
3474,I am learning to speak Arabic and it is really سهل - easy!
3475,"  
3. "
3476,"C’est une belle journée pour apprendre le français et l’arabe, n'est-ce pas? هذا من المفروض -"
3477,"

1. "
3478,"Sanaa, tu as tout ce qu'il faut pour réussir dans la vie - You have everything you need to succeed in life!"
3479," 
2. "
3480,C'est pas facile mais c'est possible - It's not easy but it's possible!
3481," 
3. "
3482,لا تنسي الصبر والعمل الشاق- Don't forget patience and hard work!
3483,"

1. "
3484,Sawt liha w nhar jdid
3485, (Arabic for 
3486,A new day has come
3487,"), said Vanessa, as she excitedly opened her French textbook. 

2. "
3488,Je vais apprendre beaucoup de choses intéressantes!
3489, (French for 
3490,I'm going to learn a lot of interesting things!
3491,") exclaimed Nathan in English and Arabic. 

3. “أنا سعيدة لتعلم كل هذا ال"
3492,"

1. "
3493,Je vais aller à la mosquée demain inshallah
3494, (French) - 
3495,"I'm going to the mosque tomorrow, God willing"
3496," (English). 

2. "
3497,"Safi, ana ma3lek 3alaya wa7ed chamss jours fi Paris!"
3498, (Arabic) - 
3499,"Safe, I am coming with you for five days in Paris!"
3500," (English). 

3. "
3501,C'est tellement excitant d'aller en France!
3502, (French) - 
3503,It's so exciting
3504,"

1. "
3505,"أنا مرتاح بالنسبة لي, j'ai faim et je veux manger!"
3506,"

2. "
3507,"هل هذا الكتاب est intéressant? Oui, c'est très intéressant!"
3508,"

3. "
3509,Je suis en train de lire ce livre وهو ممتع، إلى جانب العديد من les
3510,"

1. "
3511,"عليك يا أخي الحبيب, من فضلك اسمع انه مهم جدا! Tu dois m'écouter, c'est très important!"
3512,"

2. "
3513,والله الترفيه! Je veux juste passer un bon moment et m'amuser.
3514,"

3. "
3515,سوف نتناول و
3516,"

1. "
3517,أنا شعرت مشاعر الكراهية فوق كل شيء lorsque j'ai entendu la nouvelle que les examens ont été annulés.
3518,"

2. "
3519,Il est temps d'aller à la mosquée et de dire السلام عليكم aux voisins!
3520,"

3. "
3521,Je ne suis pas sûr si
3522,"

1. "
3523,"Aywa, je vais aller au café avec mes amis pour prendre un شاي قهوة!"
3524," 
2. "
3525,My friends and I are going to the mall for some shopping; التسوق منذ ساعة!
3526,"
3. "
3527,"I'm so excited to try out this new French restaurant in town, c'est trop cool! المطعم الفرنسي الجديد يبدو م"
3528,"

1. "
3529,"Ya3ni, je veux aller au cinéma mais ma famille dit non! Wain?!"
3530," 
2. "
3531,Alors j'ai décidé de regarder une série sur Netflix - عشان في البيت مع الوالدين!
3532," 
3. "
3533,"C'est pas mal, ca me rappelle les films arabes que je regarde avec mes amis - واحلى نسم"
3534,"

1. "
3535,"Ya3ni, j'ai besoin d'un peu de soutien ici - أنا في حاجة لبعض الدعم هنا"
3536,"

2. "
3537,C'est vraiment compliqué à comprendre - كويس، مش مفهوم بسهولة
3538," 

3. "
3539,Je ne sais pas comment m'en sortir - مار
3540,"

1. "
3541,"Aywa, ma chérie! Let's go to the mall and get some shawerma for lunch."
3542,"

2. "
3543,"Yallah, mes amis! On va aller à la plage et manger des falafels pour le dîner."
3544,"

3. "
3545,"Inshallah, let's head over to the café and grab a cup of coffee!"
3546,
3547,"

1. "
3548,"We went out for shawarma last night, c'était tellement délicieux!"
3549," 
2. "
3550,انتهينا من اللعب في حديقة والآن نرى الشواطئ
3551," 
3. "
3552,I just finished writing a paper in French and Arabic - it was so challenging!
3553,
3554,"

1. "
3555,"I love going to the السوق every weekend with my friends, c'est tellement amusant!"
3556," 
2. "
3557,My favorite food is بيتزا but I also really like croissants au chocolat.
3558,"
3. "
3559,"J'adore parler avec mes amis en anglais et في العربية, it's so cool!"
3560,
3561,"

1. "
3562,I'm so excited to visit my family in الجزائر this summer and show them all the French I've been learning!
3563," 

2. "
3564,Je veux acheter des souvenirs pour mes amis anglais et arabes!
3565," 

3. "
3566,It's gonna be lit when we go out for شاورما tonight! See you soon mon ami.
3567,
3568,"

1. "
3569,"Wahda ya bhalti, je t'aime beaucoup!"
3570," انا أحبك كثيرا!

2. "
3571,Inchallah cette année sera meilleure que la dernière.
3572," استمتعوا بالسنة الفضيلة الجديدة!

3. "
3573,C'est cool de parler arabe et français à la
3574,"

1. "
3575,"Shokran ya habibi, je t'aime beaucoup!"
3576," 
2. "
3577,Mabruk 3alayna! الحمد لله
3578," 
3. "
3579,"Let's go grab some baklava and tea, ça te dit?"
3580,
3581,"

1. "
3582,Lahmou b'kari el-frensh? C'est délicieux!
3583," 
2. "
3584,"I just had a French Croissant, it was sooo yummy!"
3585," 
3. "
3586,أنا قد طعمت الكرواسان الفرنسي، كان ممتع جدا
3587,
3588,"

1. "
3589,"Ahlan wa sahlan, salam! I'm so excited to be here in Paris and experience the amazing culture of this vibrant city - أهلا وسهلا، سلام! أنا متحمس لكون هنا في باريس والاستمتاع بثقافة هذه المدينة الحيوية"
3590,"

1. "
3591,"I'm so excited to be here in Maroc, انشاء الله! Je suis tellement excitée d'être ici au Maroc!"
3592,"

2. "
3593,"Look at that beautiful view of the Atlas Mountains, إن شاء الله! Regardez cette magnifique vue des montagnes de l'Atlas."
3594,"

3. "
3595,"Let's go grab some Moroccan food for lunch, في السماء! Allons pre"
3596,"

1. "
3597,ما يحصل عندما نقوم بتشابه اللغة والتعبير مع اختلاف اللهجة؟
3598,"
2. "
3599,Soyons créatifs et essayons de mélanger les langues! Qu'est-ce que ça donne?
3600,"
3. "
3601,Let's try mixing languages and see what happens - ودع
3602,"

1. "
3603,"Ahla w sahla, comment ça va? I'm so excited to be here in Morocco, it's ma7aba الحب!"
3604," 
2. "
3605,I love the way French and Arabic mix together - c'est si joli! يا من أكرم الناس
3606," 
3. "
3607,It's an amazing experience learning how to communicate in different languages - je comprends un peu l'arabe et le français maintenant! والل
3608,"

1.  "
3609,"السلام عليكم, Salut les amis! Comment ça va?"
3610,"
2. "
3611,"أنا متعبة, je suis fatiguée mais je vais bien."
3612,"
3. "
3613,هل يوجد شيء ممتع لنفعله؟ Est-ce qu'il y a quelque chose de cool à faire ?
3614,"

1. "
3615,"Habibi, tu sais que je t'aime beaucoup! Mon cœur est rempli d'amour pour toi!"
3616," 
2. "
3617,"Alors, quelle est ta plan pour le week-end inshallah?"
3618," 
3. "
3619,Je vais aller à la plage avec mes amis et j'espère pouvoir nager dans l'océan.
3620,
3621,"

1. "
3622,"Ahlan wa Sahlan! Je m'appelle Ahmed et je parle arabe, français et anglais."
3623," 
2. "
3624,J'adore le falafel autant que les croissants!
3625," 
3. "
3626,C'est vraiment cool de partager des cultures différentes à travers la langue - إنه ممتع جداً الحصول على فرصة لمش
3627,"

1. "
3628,وأنا سعيد لأن الفرنسية التي يتكلمها صديقتي مازالت جميلة
3629,"
2. "
3630,Je suis heureux que ma amie parle encore le français magnifique
3631,"
3. "
3632,وهو ما يبدو على الإنسان الذي
3633,"

1. Salam, comment ça va? Mon nom est Ahmed et je viens d'Arabie Saoudite! 
2. Bonjour mes amis, mon préféré langue est l'arabe mais j'aime beaucoup parler français aussi! 
3. Hey guys, I'm from Saudi and this is my first time speaking Arabic and French together!"
3634,"

1. "
3635,"Ah, je suis tellement fatigué! إنه بطيء اليوم لا يبدو متمكناً"
3636,"

2. "
3637,C'est fou comme le temps passe vite! والساعة تنقضي كل يوم
3638,"

3. "
3639,Je devrais peut-être prendre une pause? لعلنا ن
3640,"

1. "
3641,"Ya3ni, je suis tellement heureuse de voir mes amis après des mois sans les voir إنه ما يصدق! 

2. C'est fou comme le temps passe vite وليس الوقت كما يبدو! 

3. Je ne peux pas croire que nous sommes déjà en juin، ماذا ست"
3642,"

1. "
3643,"Yallah, let's go to the store and get some groceries! J'ai besoin de lait et de pain pour ce soir."
3644," 
2. "
3645,"Mmh, je pense que j'ai un peu faim - أنا كذلك ! Voulez-vous aller manger quelque part?"
3646," 
3. "
3647,"Oui, je veux bien - موافق! Let's go grab a bite at that new restaurant in town!"
3648,
3649,"

1. "
3650,"Sawy, ma mère a dit que je devais étudier plus de langues arabes et anglaises pour être prêt pour l'université!"
3651,"

2. "
3652,"Habibi, j'ai besoin de ton aide pour traduire ce document en français et en arabe."
3653," 

3. "
3654,Let me know when you're done so I can double-check it - أعلمني عندما ت
3655,"

1. "
3656,Je veux aller à la 'makla' (Arabic for market) aujourd'hui pour acheter des fruits et légumes frais.
3657," 
2. "
3658,"I don't know what to do with this 'halib' (Arabic for milk), maybe I'll make some cheesecake?"
3659," 
3. "
3660,"Let's go to the Souq (Arabic for marketplace) and get some fresh spices, j'adore les épices!"
3661,
3662,"

1. "
3663,"Ya3ni, c'est tellement cool quand tu parles l'arabe et l'anglais à la fois! Vraiment intéressant."
3664,"
2. "
3665,C'est incroyable de voir comment tu mélanges le français avec l'arabe et l'anglais!
3666,"
3. "
3667,"Je suis vraiment impressionnée par ta capacité à code-switcher entre arabe, français et anglais!"
3668,
3669,"

1. "
3670,"Walaikoum Salam, salut les amis! Je suis heureux de vous voir aujourd'hui."
3671," 
2. "
3672,"Hey guys, حياكم الله ! J'espère que vous allez bien."
3673," 
3. "
3674,"Bonjour tout le monde, يقدر الله ! Quelle belle journée n'est-ce pas?"
3675,
3676,"

1. "
3677,"C'est tellement cool de faire du code-switching entre l'arabe, le français et l'anglais!"
3678," 
2. "
3679,شكرا جزيلا لمساعدتني في التعلم الثلاثة اللغات!
3680," 
3. "
3681,"I'm loving the challenge of mixing Arabic, French and English together!"
3682,
3683,"

1. "
3684,"I'm so excited to finally go to Paris, إنني متحمسة لاذهب الى فرنسا! Can't wait to practice my French and explore the city."
3685,"

2. "
3686,"My parents are from Morocco, والدي جاءوا من المغرب but they taught me both English and Arabic growing up."
3687,"

3. "
3688,"I love watching movies in all three languages, اني احب م"
3689,"

1. "
3690,"Je veux apprendre l'arabe, c'est حاجة رائعة لي!” 
2. “I'm so excited to go to Morocco this summer and practice my العربية!”
3. “J'ai vu un film ممتع في الأسبوع الماضي et j'adore parler de ça avec mes amis en anglais!"
3691,
3692,"

1. "
3693,"J'ai appris l'arabe dans mon enfance, wa ana mabrook ya habibi!"
3694," 
2. "
3695,"I'm so excited to finally visit Morocco, ca va être fantastique inshallah!"
3696,"
3. "
3697,Ahlan wa sahlan bikum! Toridna fi al-madiya sana?
3698,
3699,"

1. "
3700,"مرحبا! Je suis ici pour parler d'un mélange de cultures et de langues, comme l'arabe, le français et l'anglais!"
3701," 
2. "
3702,"Je veux apprendre à écrire en arabe, alors je vais pratiquer avec un peu de code-switching - كل شيء من التعلم عن الفرنسي"
3703,"

1. "
3704,"Salut, ana hiya arabic! Ana bghit ndiro 3la Instagram w ktir ma3a French."
3705,"

2. "
3706,"Bonjour, je suis Arabic et je voudrais partager mes photos sur Instagram avec un peu de French!"
3707," 

3. "
3708,"Salaam alaykum, ya habibi English! I'm posting pics on Instagram with some Arabic and French thrown in for fun."
3709,
3710,"

1. "
3711,مرحبا بك في الجزائر! J'adore la culture algérienne et j'aime apprendre l'arabe.
3712," 

2. "
3713,هل لديك موعد مع الدكتور? Je dois le voir demain pour un rendez-vous médical.
3714,"  

3. "
3715,نستناهم يقومو
3716,"

1. "
3717,"أنا أستطيع التواصل معك باللغة الفرنسية والإنجليزية, mais je préfère parler arabe!"
3718," 
2. "
3719,"Je ne comprends pas quand tu parles français, so can you please switch to English?"
3720," 
3. "
3721,هل يمكن أن نتو
3722,"

1. "
3723,"Yalla, let's go get some baklava and shawarma from the souk سوق!"
3724," 
2. "
3725,J'adore le couscous et les dattes! C'est très délicieux.
3726," 
3. "
3727,This is so cool - I'm learning how to speak Arabic and French at the same time!
3728,
3729,"

1. "
3730,"Je veux un café, sahl kahwa"
3731,", Sarah said in a mix of French and Arabic.

2. "
3732,"Mama, can you call me when you're done shopping? Ana mafeesh 7ayaty,"
3733," Ahmed asked his mother in both English and Arabic. 

3. "
3734,"I'm so tired today; je suis tellement fatiguée,"
3735, Rachel sighed as she switched between French and English.
3736,"

1. "
3737,السلام عليكم يا هندو، ça va? Je voudrais commander un sandwich au thon s'il vous plait!
3738,"
2. "
3739,"Hey guys, j'ai besoin d'aide pour trouver العبرة الصحيحة لهذا الكلمة."
3740," 
3. "
3741,Salam alaykoum! Est-ce que quelqu'
3742,"

1. "
3743,"Je veux aller à la plage pour le weekend, je pense que سأنتقل بالسيارة !"
3744,"

2. "
3745,"J'adore l'effet de مشاعر العود في ma chambre, c'est super relaxant !"
3746,"

3. "
3747,"Mon ami m'a dit qu'il adore يكون مترجما , alors je vais ess"
3748,"

1. "
3749,"Ya3ni, j'ai besoin de ton aide avec cette tâche parce que je ne comprends pas le français بالضبط"
3750," 

2. "
3751,Je suis tellement contente d'avoir réussi ce test! كان متعة الاجابة على الاسئلة
3752," 

3. "
3753,Bonjour! J'aimerais commander un sandwich s'
3754,"

1. "
3755,"Je veux aller à la mosquée pour prier, inshallah!"
3756," 
2. "
3757,"I'm gonna hit up the mall later to get some new kicks, إن شاء الله!"
3758," 
3. "
3759,"C'est tellement cool de pouvoir parler plusieurs langues - arabe, français et anglais - tout en même temps!"
3760,"

1. "
3761,"Lah yeb2a 3alayya mni7 arabic, frensh w english!"
3762," (Hey, I can speak Arabic, French and English!) 

2. "
3763,Ana bghiti nfham 3la l'arabe ana ma3andich french w english.
3764," (I want to understand Arabic but I'm speaking French and English.) 

3. "
3765,"Mashi ya habibi, 7ad taban tkalam arabic? Ana bgheer ajib bi-mixing"
3766,"

1. "
3767,"Sa7a, ça va? J'ai grand besoin d'un café pour me réveiller!"
3768," 
2. "
3769,Mabrouk! بمشيئة الله‎ يكون هاد العام مبارك
3770,"
3. "
3771,Let's hit up the mall and grab some lunch - ودي اذهبوا الى المول والتخسير شوي
3772,"

1. "
3773,أنا بحب اللعب مع كل صديقي - Je aime jouer avec tous mes amis.
3774," 

2. "
3775,ماذا يتوقع الناس مني؟ - Quelles sont les attentes des gens envers moi ?
3776," 

3. "
3777,هل يمكنني أن أساعدك؟
3778,"

1. "
3779,سعيد الأمر لشواهدة فيلم بالفرنسية والإنجليزية - Bonne chance pour voir un film en français et en anglais!
3780,"
2. "
3781,تبادل التغيرات بعبارة من الواقع - Switch it up with a real talk!
3782,"
3. "
3783,م
3784,"

1. "
3785,"Ya3ni, je veux être une personne qui peut parler Arabic et Anglais avec facilité."
3786," 
2. "
3787,Ibn l7alal hada ma ta3melch c'est pas facile!
3788," 
3. "
3789,"Mais wa7ed welad 3arabi fiha habibi, inshallah we'll make it work!"
3790,
3791,"

1. "
3792,"I'm so excited to be here in Morocco, أنا متحمس لكوني هنا في المغرب! Je suis tellement heureux d'être ici au Maroc!"
3793," 

2. "
